,WL_mm,x,y
0,-14.9,12.075259358336883,53.86775567257371
1,-14.9,12.075164825108986,53.86765661433258
2,-14.9,12.075283145625477,53.86774448354322
3,-14.9,12.075188612364926,53.867645425320326
4,-14.9,12.075306932901427,53.86773329450785
5,2.5,12.075212399608125,53.8676342363031
6,-14.9,12.075330720164741,53.86772210546758
7,2.5,12.075236186838753,53.86762304728101
8,-14.9,12.075354507415414,53.867710916422396
9,2.5,12.075259974056742,53.867611858254016
10,-14.9,12.075378294653435,53.86769972737232
11,2.5,12.075283761262083,53.86760066922212
12,-14.9,12.075402081878822,53.86768853831733
13,2.5,12.075307548454788,53.86758948018533
14,2.5,12.075425869091557,53.86767734925745
15,2.5,12.075331335634875,53.86757829114364
16,2.5,12.07544965629163,53.86766616019261
17,2.5,12.075355122802272,53.867567102097
18,2.5,12.075378909957035,53.867555913045486
19,2.5,12.075402697099166,53.867544723989084
20,2.5,12.075426484228654,53.86753353492778
21,2.5,12.075450271345492,53.867522345861566
22,-10.0,12.07637795904085,53.867085968456
23,-10.0,12.076401745651992,53.86707477919374
24,-10.0,12.076425532250477,53.86706358992656
25,-10.0,12.076449318836321,53.86705240065447
26,-10.0,12.076473105409526,53.86704121137751
27,-10.0,12.076496891970123,53.86703002209562
28,-10.0,12.07652067851802,53.867018832808796
29,-10.0,12.076544465053285,53.86700764351711
30,-10.0,12.076568251575923,53.86699645422052
31,-10.0,12.076592038085916,53.86698526491904
32,-10.0,12.076615824583259,53.86697407561263
33,-10.0,12.076639611067973,53.866962886301344
34,-10.0,12.07666339754003,53.86695169698515
35,-10.0,12.076687183999452,53.86694050766406
36,-10.0,12.076710970446229,53.866929318338066
37,-14.9,12.075401466635922,53.867832352642466
38,-14.9,12.075425253931888,53.867821163583955
39,-14.9,12.07544904121523,53.86780997452058
40,-14.9,12.07547282848595,53.867798785452315
41,2.5,12.075070292322211,53.867557556021296
42,2.5,12.075094079545453,53.867546367027224
43,2.5,12.075117866756031,53.86753517802822
44,2.5,12.07516544113929,53.867512800015504
45,2.5,12.075189228311961,53.86750161100181
46,2.5,12.075213015471965,53.867490421983184
47,2.5,12.075236802619356,53.86747923295969
48,2.5,12.075260589754079,53.86746804393127
49,2.5,12.075284376876175,53.86745685489796
50,2.5,12.075308163985621,53.86744566585977
51,2.5,12.075331951082358,53.86743447681662
52,-10.0,12.076188278147212,53.86703166799962
53,-10.0,12.076212064776248,53.86702047877515
54,-10.0,12.076235851392623,53.86700928954576
55,-10.0,12.076259637996364,53.86699810031147
56,-10.0,12.076283424587455,53.86698691107228
57,-10.0,12.07630721116592,53.86697572182819
58,-10.0,12.076330997731734,53.86696453257923
59,-10.0,12.076354784284895,53.86695334332532
60,-10.0,12.076378570825428,53.86694215406655
61,-10.0,12.076402357353231,53.866930964802826
62,-10.0,12.076426143868478,53.86691977553425
63,-10.0,12.076449930371076,53.86690858626074
64,-10.0,12.076473716861033,53.86689739698235
65,-10.0,12.076497503338356,53.866886207699054
66,-10.0,12.076521289803015,53.86687501841083
67,-10.0,12.076545076255028,53.8668638291177
68,-10.0,12.07656886269443,53.866852639819676
69,-10.0,12.076592649121189,53.86684145051679
70,-10.0,12.076616435535284,53.86683026120896
71,-10.0,12.076640221936751,53.86681907189625
72,-10.0,12.076664008325555,53.86680788257864
73,-10.0,12.076687794701735,53.86679669325615
74,-10.0,12.076711581065267,53.866785503928725
75,-9.8,12.074593927174199,53.86792514915697
76,-9.8,12.074712247209774,53.86801301892175
77,-9.8,12.074617714733547,53.867913960262335
78,-9.8,12.074736034789092,53.868001830004
79,-9.8,12.074641502280246,53.86790277136277
80,-9.8,12.074759822355842,53.8679906410814
81,-9.8,12.074665289814314,53.867891582458356
82,-9.8,12.074783609909945,53.86797945215387
83,-9.8,12.07468907733573,53.867880393548994
84,-9.8,12.074807397451403,53.86796826322143
85,-9.8,12.074712864844503,53.867869204634744
86,-9.8,12.074831184980223,53.867957074284085
87,-9.8,12.074736652340645,53.86785801571561
88,-9.8,12.074854972496393,53.86794588534185
89,-9.8,12.074760439824125,53.86784682679155
90,-9.8,12.074878759999924,53.86793469639471
91,-9.8,12.074784227295016,53.867835637862605
92,-9.8,12.07490254749078,53.867923507442626
93,-9.8,12.074808014753192,53.867824448928694
94,-9.8,12.074926334969053,53.86791231848567
95,-9.8,12.074831802198743,53.86781325998994
96,-9.8,12.074950122434668,53.86790112952384
97,-9.8,12.074855589631671,53.86780207104627
98,-9.8,12.07497390988761,53.86788994055708
99,-9.8,12.074879377051932,53.867790882097715
100,-9.8,12.074997697327943,53.86787875158544
101,-9.8,12.074903164459574,53.86777969314426
102,-9.8,12.075021484755599,53.86786756260888
103,-9.8,12.074926951854485,53.867768504185854
104,-9.8,12.074950739236835,53.86775731522262
105,-9.8,12.07497452660653,53.867746126254445
106,-9.8,12.074998313963588,53.86773493728138
107,-9.8,12.075022101308013,53.867723748303405
108,-9.8,12.075045888639785,53.86771255932054
109,-9.8,12.075069675958915,53.867701370332746
110,-9.8,12.075093463265398,53.86769018134007
111,-9.8,12.07514103784048,53.86766780334001
112,-9.8,12.076091905915163,53.867364053590414
113,-9.8,12.076115692761254,53.8673528643884
114,-9.8,12.076139479594628,53.86734167518143
115,-9.8,12.076163266415442,53.86733048596958
116,-9.8,12.07621022760676,53.8674519219046
117,-9.8,12.076234014472897,53.86744073267947
118,-9.8,12.076257801326385,53.86742954344946
119,-9.8,12.076281588167225,53.86741835421451
120,-9.8,12.07630537499543,53.867407164974686
121,-9.8,12.074475607632484,53.867837279280764
122,-9.8,12.074499395171792,53.86782609040922
123,-9.8,12.07452318269845,53.86781490153277
124,-9.8,12.074546970212477,53.8678037126514
125,-9.8,12.074570757713856,53.867792523765154
126,-9.8,12.074594545202595,53.867781334873996
127,-9.8,12.074618332678682,53.867770145977936
128,-9.8,12.074665907592943,53.8677477681711
129,-9.8,12.074689695031104,53.867736579260324
130,-9.8,12.074713482456623,53.867725390344674
131,-9.8,12.074737269869503,53.8677142014241
132,-9.8,12.07476105726974,53.86770301249863
133,-9.8,12.074784844657295,53.8676918235682
134,-9.8,12.074808632032282,53.86768063463293
135,-9.8,12.074832419394587,53.86766944569275
136,-9.8,12.074856206744245,53.86765825674766
137,-9.8,12.074879994081273,53.867647067797684
138,-9.8,12.074903781405643,53.867635878842805
139,-9.8,12.075355738166516,53.86742328776861
140,-9.8,12.07537952523801,53.86741209871563
141,-9.8,12.075403312296915,53.86740090965782
142,7.3,12.076140092234253,53.86719786080923
143,7.3,12.076163878971816,53.86718667159595
144,7.3,12.076187665696729,53.8671754823778
145,7.3,12.076211452409003,53.86716429315473
146,7.3,12.076235239108634,53.86715310392677
147,7.3,12.076259025795627,53.867141914693924
148,7.3,12.076282812469868,53.86713072545609
149,7.3,12.076306599131602,53.86711953621342
150,7.3,12.076330385780665,53.867108346965864
151,7.3,12.07635417241708,53.867097157713374
152,7.3,12.076972620526398,53.86680623542859
153,7.3,12.07699640682145,53.86679504604376
154,7.3,12.077020193103886,53.86678385665406
155,7.3,12.077043979373654,53.866772667259426
156,7.3,12.077067765630755,53.866761477859896
157,7.3,12.07709155187523,53.86675028845546
158,7.3,12.077115338107085,53.86673909904612
159,7.3,12.077162910532863,53.86671672021277
160,7.3,12.077186696726795,53.86670553078875
161,7.3,12.077210482908084,53.86669434135983
162,7.3,12.077234269076714,53.86668315192602
163,7.3,12.077258055232722,53.86667196248729
164,7.3,12.077376377512286,53.86675982966609
165,7.3,12.07728184137608,53.866660773043634
166,7.3,12.077400163675728,53.86674864019938
167,7.3,12.077305627506792,53.86664958359511
168,7.3,12.077423949826432,53.86673745072771
169,7.3,12.077329413624872,53.86663839414171
170,7.3,12.077447735964544,53.8667262612512
